time,x_coor,y_coor,z_coor
1713544847265,-0.8092401623725891,3.292027235031128,10.120290756225586
1713544847266,-0.8379706144332886,3.3446998596191406,10.144232749938965
1713544847267,-0.9145850539207458,3.4189200401306152,10.070012092590332
1713544847268,-0.8331822156906128,3.426102638244629,9.974244117736816
1713544847269,-0.7972691655158997,3.4524388313293457,9.710882186889648
1713544847270,-0.8212111592292786,3.4620156288146973,9.581595420837402
1713544847271,-0.828393816947937,3.4596214294433594,9.35654067993164
1713544847272,-0.7661445140838623,3.466804027557373,9.251194953918457
1713544847273,-0.7661445140838623,3.450044631958008,9.215282440185547
1713544847295,-0.7972691655158997,3.4308910369873047,9.193734169006348
1713544847296,-0.811634361743927,3.426102638244629,9.217676162719727
1713544847297,-0.7972691655158997,3.4356794357299805,9.272743225097656
1713544847298,-0.7924807667732239,3.4093432426452637,9.351752281188965
1713544847354,-0.8044517636299133,3.3854012489318848,9.399636268615723
1713544847355,-0.7996633648872375,3.375824451446533,9.437943458557129
1713544847356,-0.8259995579719543,3.3734302520751953,9.476250648498535
1713544847357,-0.8140285611152649,3.3255462646484375,9.5624418258667
1713544847358,-0.8307880163192749,3.2848446369171143,9.588777542114258
1713544847359,-0.811634361743927,3.2848446369171143,9.581595420837402
1713544847360,-0.7876923680305481,3.2848446369171143,9.564835548400879
1713544847361,-0.7661445140838623,3.270479440689087,9.536105155944824
1713544847412,-0.7661445140838623,3.272873640060425,9.497797966003418
1713544847413,-0.7565677165985107,3.2752678394317627,9.490615844726562
1713544847414,-0.7398083209991455,3.287238836288452,9.473855972290039
1713544847415,-0.727837324142456,3.2776620388031006,9.442731857299805
1713544847416,-0.7350199222564697,3.272873640060425,9.418789863586426
1713544847418,-0.7374141216278076,3.2537200450897217,9.284713745117188
1713544847419,-0.730231523513794,3.246537446975708,9.227252960205078
1713544847417,-0.730231523513794,3.270479440689087,9.327810287475586
1713544847420,-0.7158663272857666,3.251325845718384,9.165003776550293
1713544847442,-0.7158663272857666,3.2297780513763428,9.097966194152832
1713544847443,-0.7398083209991455,3.224989652633667,9.040505409240723
1713544847444,-0.7493851184844971,3.2297780513763428,9.009381294250488
1713544847496,-0.7230489253997803,3.2321722507476807,8.995016098022461
1713544847497,-0.7326257228851318,3.227383852005005,8.971074104309082
1713544847498,-0.7158663272857666,3.2321722507476807,8.956708908081055
1713544847499,-0.706289529800415,3.2345664501190186,8.96149730682373
1713544847500,-0.7134721279144287,3.2297780513763428,8.959102630615234
1713544847501,-0.7398083209991455,3.2369606494903564,8.983044624328613
1713544847502,-0.7541735172271729,3.2609026432037354,9.02135181427002
1713544847503,-0.7445967197418213,3.2752678394317627,9.05487060546875
1713544847504,-0.751779317855835,3.2968156337738037,9.14585018157959
1713544847505,-0.7613561153411865,3.315969467163086,9.160215377807617
1713544847554,-0.7637503147125244,3.315969467163086,9.196128845214844
1713544847555,-0.7374141216278076,3.318363666534424,9.227252960205078
1713544847556,-0.7398083209991455,3.3303346633911133,9.306262016296387
1713544847557,-0.7445967197418213,3.315969467163086,9.32541561126709
